1950,1,-2.946,-2.946,-2.589,-2.589,-1.321,-1.321,-2.922,-5.727,-2.872,-6.914,0.072,-2.922,-5.727,-2.872,-6.914,0.072,-4.901,-4.536,-2.664,-5.42,-3.523,-4.901,-4.536,-2.664,-5.42,-3.523,-2.561,-2.561,-1.166,-1.569,-2.708,-1.166,-1.569,-2.708,-4.121,-4.121,-0.776,-0.776,-2.623,-4.301,-2.275,-3.937,-1.38,-3.632,-4.208,-1.705,0.477,-6.108,-1.633,-4.801,-6.468,-2.465,-1.38,-3.632,-4.208,-1.705,0.477,-6.108,-1.633,-4.801,-6.468,-2.465,-2.678,-2.835,-0.346,-1.164,-2.835,-0.346,-2.419,-2.419,0.153,-2.191,-3.379,0.153,-2.191,-3.379,-5.055,-5.055,-3.202,-3.202,-2.26,-2.26,-0.905,-1.847,-5.637,0.523,-4.048,-1.182,-1.847,-3.904,0.168,0.168,-1.425,-1.425,-5.69,-2.885,-2.666,-4.113,-5.69,-2.885,-2.666,-4.113,-2.745,-2.745,-0.708,-3.622,-4.37,-2.28,-0.708,-3.622,-4.37,-2.28,-6.218,-6.218,-2.779,-2.779,-5.512,-5.512,-2.572,-2.572,-1.665,-1.665,-3.606,-3.178,-6.915,-3.606,-3.178,-6.915,-3.189,-3.189,-6.724,-6.724,-4.049,-4.049
1950,2,-3.618,-3.618,-5.123,-5.123,0.376,0.376,-1.061,-3.122,-0.905,0.593,-1.112,-1.061,-3.122,-0.905,0.593,-1.112,-2.282,-2.097,1.164,-3.742,-2.087,-2.282,-2.097,1.164,-3.742,-2.087,-2.357,-2.357,0.452,-2.789,-1.106,0.452,-2.789,-1.106,1.703,1.703,1.065,1.065,-4.808,-1.458,-1.032,-0.252,1.883,-2.295,1.011,0.317,0.944,-3.986,-2.642,-2.017,-2.783,-4.897,1.883,-2.295,1.011,0.317,0.944,-3.986,-2.642,-2.017,-2.783,-4.897,-3.321,-2.577,-1.87,-2.369,-2.577,-1.87,-0.338,-0.338,0.964,-1.037,-2.052,0.964,-1.037,-2.052,-4.077,-4.077,-2.237,-2.237,-2.331,-2.331,-2.429,-4.879,-1.726,-1.644,-3.279,-0.177,-4.879,-1.923,1.391,1.391,-5.105,-5.105,-0.461,-0.025,-1.378,-2.134,-0.461,-0.025,-1.378,-2.134,-1.107,-1.107,1.141,-1.727,-2.423,-3.204,1.141,-1.727,-2.423,-3.204,0.077,0.077,-1.858,-1.858,2.013,2.013,-1.892,-1.892,-0.025,-0.025,1.557,-1.399,-3.309,1.557,-1.399,-3.309,-1.899,-1.899,-4.483,-4.483,-2.32,-2.32
1950,3,-1.758,-1.758,-2.164,-2.164,-2.717,-2.717,-0.179,1.988,0.267,-1.592,-0.688,-0.179,1.988,0.267,-1.592,-0.688,-0.815,1.485,0.317,-2.437,0.844,-0.815,1.485,0.317,-2.437,0.844,0.256,0.256,-1.603,-0.945,1.837,-1.603,-0.945,1.837,1.555,1.555,-1.304,-1.304,-2.908,-0.286,2.164,0.609,-0.379,-0.665,1.388,0.314,-1.886,0.961,-0.214,-1.049,-1.381,-2.424,-0.379,-0.665,1.388,0.314,-1.886,0.961,-0.214,-1.049,-1.381,-2.424,-0.118,-1.334,-0.71,-1.306,-1.334,-0.71,1.508,1.508,-0.24,-0.457,-0.754,-0.24,-0.457,-0.754,-1.768,-1.768,-1.654,-1.654,-0.411,-0.411,-0.72,-0.023,-0.072,-1.298,-0.93,0.866,-0.023,-2.085,3.047,3.047,-1.925,-1.925,0.711,1.318,1.417,0.805,0.711,1.318,1.417,0.805,-1.192,-1.192,-0.46,-2.597,-0.401,-2.781,-0.46,-2.597,-0.401,-2.781,-0.461,-0.461,2.265,2.265,1.6,1.6,-1.295,-1.295,-0.613,-0.613,-0.492,0.591,-1.629,-0.492,0.591,-1.629,-0.23,-0.23,-2.289,-2.289,-1.903,-1.903
1950,4,4.064,4.064,2.166,2.166,1.605,1.605,2.697,1.531,3.878,0.365,0.652,2.697,1.531,3.878,0.365,0.652,3.708,-0.506,1.455,-0.34,3.994,3.708,-0.506,1.455,-0.34,3.994,1.784,1.784,0.518,1.732,0.835,0.518,1.732,0.835,0.984,0.984,1.039,1.039,-0.742,2.788,2.277,1.204,2.483,0.773,1.772,1.963,0.885,0.326,1.071,2.261,-0.142,0.878,2.483,0.773,1.772,1.963,0.885,0.326,1.071,2.261,-0.142,0.878,1.317,0.025,1.95,0.215,0.025,1.95,2.296,2.296,2.521,2.238,1.655,2.521,2.238,1.655,2.357,2.357,0.592,0.592,1.918,1.918,0.118,0.16,1.59,2.165,1.185,2.574,0.16,1.32,1.166,1.166,1.758,1.758,0.709,1.616,1.157,-0.568,0.709,1.616,1.157,-0.568,-0.083,-0.083,1.802,0.504,2.648,0.182,1.802,0.504,2.648,0.182,-0.108,-0.108,0.668,0.668,3.528,3.528,2.681,2.681,1.838,1.838,1.937,1.88,0.746,1.937,1.88,0.746,1.316,1.316,1.755,1.755,0.118,0.118
1950,5,4.985,4.985,3.199,3.199,3.33,3.33,4.237,4.447,6.327,5.287,2.733,4.237,4.447,6.327,5.287,2.733,6.633,4.589,4.02,4.644,4.431,6.633,4.589,4.02,4.644,4.431,4.746,4.746,2.98,3.714,6.12,2.98,3.714,6.12,3.365,3.365,3.571,3.571,3.743,5.873,3.235,5.076,5.061,3.904,5.989,5.071,3.518,3.488,7.591,5.008,3.602,4.386,5.061,3.904,5.989,5.071,3.518,3.488,7.591,5.008,3.602,4.386,2.819,5.735,5.312,3.662,5.735,5.312,4.685,4.685,5.466,3.387,4.728,5.466,3.387,4.728,5.846,5.846,4.875,4.875,6.098,6.098,5.515,3.057,4.7,4.431,7.555,5.208,3.057,5.511,5.173,5.173,5.436,5.436,4.752,4.535,5.248,3.233,4.752,4.535,5.248,3.233,3.801,3.801,4.495,3.025,4.918,3.548,4.495,3.025,4.918,3.548,6.336,6.336,3.586,3.586,4.604,4.604,2.739,2.739,5.731,5.731,3.632,3.65,4.596,3.632,3.65,4.596,4.166,4.166,3.742,3.742,3.841,3.841
1950,6,8.253,8.253,6.959,6.959,6.563,6.563,6.622,8.105,6.56,6.185,7.9,6.622,8.105,6.56,6.185,7.9,6.645,7.512,7.17,8.107,7.518,6.645,7.512,7.17,8.107,7.518,6.73,6.73,6.321,7.222,9.855,6.321,7.222,9.855,6.973,6.973,7.227,7.227,6.97,8.98,7.345,8.148,8.587,7.668,8.549,7.866,9.465,6.694,8.835,7.987,8.266,7.438,8.587,7.668,8.549,7.866,9.465,6.694,8.835,7.987,8.266,7.438,8.589,7.461,7.027,6.122,7.461,7.027,7.816,7.816,8.302,7.352,6.79,8.302,7.352,6.79,8.933,8.933,7.191,7.191,7.465,7.465,8.376,7.171,6.588,7.555,8.851,8.411,7.171,7.385,9.075,9.075,9.176,9.176,9.892,6.406,6.42,6.935,9.892,6.406,6.42,6.935,9.109,9.109,9.178,10.012,7.192,7.554,9.178,10.012,7.192,7.554,6.841,6.841,7.598,7.598,9.125,9.125,7.57,7.57,7.039,7.039,8.938,7.946,6.923,8.938,7.946,6.923,8.683,8.683,7.306,7.306,6.529,6.529
1950,7,10.271,10.271,8.447,8.447,11.148,11.148,10.517,10.367,11.026,10.804,10.306,10.517,10.367,11.026,10.804,10.306,10.179,9.901,9.05,9.456,10.119,10.179,9.901,9.05,9.456,10.119,10.178,10.178,9.935,11.538,9.306,9.935,11.538,9.306,10.913,10.913,8.663,8.663,8.265,9.658,10.938,9.376,10.106,10.085,11.548,9.177,10.795,11.54,10.704,11.529,9.324,9.726,10.106,10.085,11.548,9.177,10.795,11.54,10.704,11.529,9.324,9.726,8.849,8.466,9.822,9.605,8.466,9.822,10.413,10.413,9.252,10.642,8.72,9.252,10.642,8.72,11.582,11.582,11.11,11.11,11.514,11.514,9.705,9.587,11.299,11.633,9.73,12.364,9.587,8.284,9.656,9.656,11.865,11.865,10.555,9.791,11.559,10.746,10.555,9.791,11.559,10.746,9.187,9.187,10.254,10.029,9.596,11.6,10.254,10.029,9.596,11.6,8.686,8.686,10.414,10.414,10.967,10.967,8.79,8.79,11.982,11.982,11.873,10.832,8.747,11.873,10.832,8.747,10.302,10.302,8.697,8.697,10.755,10.755
1950,8,10.625,10.625,9.923,9.923,10.437,10.437,10.692,9.793,10.247,8.926,8.788,10.692,9.793,10.247,8.926,8.788,8.725,8.512,7.642,8.772,9.167,8.725,8.512,7.642,8.772,9.167,10.092,10.092,9.576,9.495,9.398,9.576,9.495,9.398,11.115,11.115,10.221,10.221,8.365,8.429,9.111,9.472,9.423,9.786,8.564,9.285,10.038,9.105,11.554,10.159,10.039,8.534,9.423,9.786,8.564,9.285,10.038,9.105,11.554,10.159,10.039,8.534,7.585,9.123,8.792,9.81,9.123,8.792,10.326,10.326,8.869,9.598,7.935,8.869,9.598,7.935,11.528,11.528,9.122,9.122,11.306,11.306,8.57,11.113,8.699,8.51,9.678,8.419,11.113,8.541,9.163,9.163,9.205,9.205,8.985,11.21,8.953,7.995,8.985,11.21,8.953,7.995,8.458,8.458,8.138,8.248,8.175,8.055,8.138,8.248,8.175,8.055,8.668,8.668,8.2,8.2,10.175,10.175,8.842,8.842,9.096,9.096,9.48,8.553,8.56,9.48,8.553,8.56,9.813,9.813,8.615,8.615,7.699,7.699
1950,9,6.331,6.331,8.564,8.564,7.947,7.947,6.432,9.165,8.764,6.902,8.305,6.432,9.165,8.764,6.902,8.305,6.439,6.952,6.067,6.412,5.602,6.439,6.952,6.067,6.412,5.602,6.636,6.636,6.618,8.282,7.855,6.618,8.282,7.855,8.495,8.495,6.765,6.765,6.245,7.017,7.094,8.568,6.617,5.578,7.613,7.48,7.929,5.491,8.253,7.008,8.342,5.064,6.617,5.578,7.613,7.48,7.929,5.491,8.253,7.008,8.342,5.064,4.726,7.44,7.713,6.869,7.44,7.713,7.59,7.59,7.498,6.823,6.172,7.498,6.823,6.172,8.329,8.329,7.606,7.606,7.977,7.977,7.033,6.862,8.588,8.207,7.797,5.156,6.862,5.389,7.689,7.689,7.976,7.976,5.172,5.495,7.265,6.271,5.172,5.495,7.265,6.271,7.959,7.959,6.249,7.009,6.664,4.767,6.249,7.009,6.664,4.767,6.352,6.352,6.986,6.986,7.229,7.229,6.422,6.422,5.521,5.521,7.032,5.148,6.456,7.032,5.148,6.456,8.027,8.027,6.39,6.39,4.273,4.273
1950,10,5.055,5.055,3.071,3.071,3.722,3.722,3.819,5.164,1.816,3.3,2.012,3.819,5.164,1.816,3.3,2.012,2.191,2.322,1.969,4.748,4.511,2.191,2.322,1.969,4.748,4.511,2.225,2.225,4.093,2.749,2.848,4.093,2.749,2.848,2.821,2.821,3.412,3.412,5.368,3.312,2.227,3.579,3.75,1.702,2.913,3.298,2.454,0.918,4.518,3.464,2.596,1.498,3.75,1.702,2.913,3.298,2.454,0.918,4.518,3.464,2.596,1.498,2.314,0.855,2.425,2.701,0.855,2.425,2.761,2.761,1.638,3.147,2.074,1.638,3.147,2.074,2.08,2.08,1.591,1.591,5.356,5.356,3.821,4.712,3.09,2.875,3.629,3.177,4.712,4.138,3.782,3.782,5.143,5.143,3.843,4.068,3.37,3.608,3.843,4.068,3.37,3.608,3.768,3.768,2.2,4.305,4.108,2.687,2.2,4.305,4.108,2.687,3.012,3.012,2.684,2.684,4.073,4.073,2.458,2.458,3.189,3.189,3.287,3.067,3.336,3.287,3.067,3.336,3.053,3.053,3.629,3.629,2.59,2.59
